customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_group,Contract,PaperlessBilling,PaymentMethod,InternetService,TechSupport,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,revenue_segment,early_churn_flag,risk_profile,Churn,churn_flag
3208-YPIOE,Male,No,false,false,39,25-48 Months,Month-to-month,false,Electronic check,Fiber optic,No,No,No,75.25,3017.65,High Value,No,Normal,true,1
4488-KQFDT,Female,No,false,false,61,49+ Months,One year,true,Electronic check,Fiber optic,No,Yes,Yes,103.95,6423.0,High Value,No,Normal,false,0
2612-RANWT,Female,No,false,false,12,12-24 Months,Month-to-month,true,Bank transfer (automatic),Fiber optic,No,Yes,Yes,100.15,1164.3,High Value,No,Normal,true,1
5693-PIPCS,Male,No,false,false,41,25-48 Months,Two year,true,Credit card (automatic),Fiber optic,Yes,Yes,Yes,99.65,4220.35,High Value,No,Normal,false,0
0491-KAPQG,Male,No,false,false,21,12-24 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,73.7,1558.7,Mid Value,No,Normal,false,0
1925-LFCZZ,Male,Yes,false,false,55,49+ Months,One year,true,Bank transfer (automatic),DSL,No,Yes,Yes,50.05,2743.45,Mid Value,No,Normal,false,0
8039-EQPIM,Male,No,true,false,69,49+ Months,Two year,false,Bank transfer (automatic),DSL,Yes,Yes,Yes,60.25,4055.5,Mid Value,No,Normal,false,0
6900-PXRMS,Male,Yes,true,true,26,25-48 Months,Month-to-month,false,Electronic check,Fiber optic,No,Yes,Yes,105.75,2710.25,High Value,No,Normal,true,1
8707-RMEZH,Female,Yes,true,false,69,49+ Months,One year,false,Credit card (automatic),Fiber optic,No,No,Yes,87.3,6055.55,High Value,No,Normal,false,0
3346-BRMIS,Female,Yes,true,false,18,12-24 Months,Month-to-month,true,Electronic check,DSL,No,Yes,Yes,48.35,810.7,Mid Value,No,Normal,true,1
3209-ZPKFI,Male,No,true,true,47,25-48 Months,Month-to-month,false,Electronic check,DSL,No,No,No,54.25,2538.2,Mid Value,No,Normal,false,0
6479-VDGRK,Female,No,true,true,72,49+ Months,Two year,false,Bank transfer (automatic),DSL,Yes,Yes,Yes,85.3,6129.2,High Value,No,Normal,false,0
9373-WSLOY,Male,Yes,true,false,33,25-48 Months,Month-to-month,true,Electronic check,DSL,Yes,Yes,No,50.0,1750.85,Mid Value,No,Normal,false,0
2933-FILNV,Female,No,true,true,2,0-11 Months,Month-to-month,true,Mailed check,DSL,No,No,No,24.4,36.55,Low Value,Early Churn,Normal,true,1
3569-JFODW,Female,No,true,true,72,49+ Months,Two year,false,Credit card (automatic),DSL,Yes,Yes,Yes,90.95,6652.45,High Value,No,Normal,false,0
9819-FBNSV,Male,Yes,true,false,37,25-48 Months,Month-to-month,true,Bank transfer (automatic),Fiber optic,No,No,No,72.25,2575.45,Mid Value,No,Normal,false,0
9544-PYPSJ,Female,Yes,true,true,62,49+ Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,No,Yes,96.1,6019.35,High Value,No,Normal,false,0
1591-XWLGB,Female,No,true,false,71,49+ Months,Two year,false,Credit card (automatic),No,No internet service,No internet service,No internet service,19.85,1379.6,Low Value,No,Normal,false,0
0396-UKGAI,Male,No,false,true,23,12-24 Months,Month-to-month,true,Bank transfer (automatic),DSL,Yes,No,No,55.3,1284.2,Mid Value,No,Normal,false,0
3243-ZHOHY,Female,No,false,false,16,12-24 Months,One year,false,Mailed check,No,No internet service,No internet service,No internet service,20.1,296.15,Low Value,No,Normal,false,0
5186-EJEGL,Male,No,false,false,9,0-11 Months,Month-to-month,true,Mailed check,DSL,Yes,Yes,No,69.5,653.25,Mid Value,No,Normal,false,0
7527-QNRUS,Male,No,true,true,17,12-24 Months,Two year,true,Mailed check,No,No internet service,No internet service,No internet service,25.15,412.6,Low Value,No,Normal,false,0
9986-BONCE,Female,No,false,false,4,0-11 Months,Month-to-month,false,Bank transfer (automatic),No,No internet service,No internet service,No internet service,20.95,85.5,Low Value,Early Churn,Normal,true,1
2722-JMONI,Female,Yes,true,false,1,0-11 Months,Month-to-month,true,Electronic check,DSL,No,No,No,49.55,49.55,Mid Value,Early Churn,Normal,true,1
2203-GHNWN,Female,No,true,false,24,12-24 Months,Month-to-month,true,Mailed check,Fiber optic,No,No,No,79.65,1928.7,High Value,No,Normal,false,0
3878-AVSOQ,Female,Yes,false,false,1,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,71.25,71.25,Mid Value,No,High Risk,false,0
3258-SYSWS,Male,Yes,false,false,72,49+ Months,Two year,false,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,113.8,7845.8,High Value,No,Normal,false,0
5296-PSYVW,Female,No,true,false,72,49+ Months,Two year,false,Electronic check,No,No internet service,No internet service,No internet service,24.55,1750.7,Low Value,No,Normal,false,0
6319-QSUSR,Female,No,false,true,11,0-11 Months,Month-to-month,false,Credit card (automatic),No,No internet service,No internet service,No internet service,19.7,216.2,Low Value,No,Normal,false,0
4083-EUGRJ,Male,No,false,false,9,0-11 Months,Month-to-month,false,Mailed check,No,No internet service,No internet service,No internet service,20.25,178.5,Low Value,No,Normal,true,1
7579-OOPEC,Female,Yes,true,false,2,0-11 Months,Month-to-month,false,Credit card (automatic),DSL,No,No,No,50.15,115.1,Mid Value,Early Churn,Normal,true,1
0512-FLFDW,Female,Yes,true,false,60,49+ Months,One year,true,Credit card (automatic),Fiber optic,No,Yes,Yes,100.5,6029.0,High Value,No,Normal,false,0
1771-OADNZ,Male,Yes,true,false,29,25-48 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,Yes,95.9,2745.2,High Value,No,Normal,true,1
0487-CRLZF,Female,No,false,false,49,49+ Months,Two year,true,Bank transfer (automatic),DSL,Yes,Yes,Yes,74.45,3721.9,Mid Value,No,Normal,false,0
2107-FBPTK,Female,Yes,false,false,30,25-48 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,104.1,3121.1,High Value,No,Normal,false,0
9451-WLYRI,Female,No,true,false,53,49+ Months,One year,false,Credit card (automatic),No,No internet service,No internet service,No internet service,19.05,990.45,Low Value,No,Normal,false,0
8219-VYBVI,Male,No,false,true,39,25-48 Months,Two year,false,Mailed check,No,No internet service,No internet service,No internet service,25.0,1004.35,Low Value,No,Normal,false,0
1991-VOPLL,Female,No,false,false,9,0-11 Months,Month-to-month,false,Mailed check,No,No internet service,No internet service,No internet service,19.05,157.65,Low Value,No,Normal,false,0
9738-QLWTP,Male,No,false,false,39,25-48 Months,One year,false,Electronic check,Fiber optic,Yes,No,No,81.9,3219.75,High Value,No,Normal,false,0
1016-DJTSV,Male,Yes,false,false,8,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,69.7,572.85,Mid Value,No,Normal,false,0
9419-IPPBE,Female,No,true,true,51,49+ Months,One year,true,Electronic check,Fiber optic,No,No,Yes,90.15,4554.85,High Value,No,Normal,false,0
0174-QRVVY,Male,No,true,true,71,49+ Months,Two year,false,Credit card (automatic),No,No internet service,No internet service,No internet service,25.35,1847.55,Low Value,No,Normal,false,0
5699-BNCAS,Male,Yes,false,false,71,49+ Months,Two year,true,Mailed check,No,No internet service,No internet service,No internet service,24.65,1766.75,Low Value,No,Normal,false,0
2900-PHPLN,Female,Yes,true,false,70,49+ Months,Two year,true,Credit card (automatic),No,No internet service,No internet service,No internet service,19.55,1462.05,Low Value,No,Normal,false,0
0612-RTZZA,Female,Yes,false,false,1,0-11 Months,Month-to-month,false,Electronic check,DSL,No,No,No,25.25,25.25,Low Value,Early Churn,Normal,true,1
8106-GWQOK,Male,No,true,false,38,25-48 Months,Two year,true,Bank transfer (automatic),DSL,Yes,Yes,Yes,60.0,2193.2,Mid Value,No,Normal,false,0
8751-EDEKA,Female,No,true,false,28,25-48 Months,Month-to-month,false,Credit card (automatic),Fiber optic,No,No,Yes,89.9,2433.5,High Value,No,Normal,false,0
6878-GGDWG,Female,No,true,false,32,25-48 Months,Month-to-month,false,Bank transfer (automatic),No,No internet service,No internet service,No internet service,19.4,641.15,Low Value,No,Normal,false,0
4039-PIMHX,Male,Yes,true,false,49,49+ Months,Two year,false,Mailed check,DSL,No,No,No,49.8,2398.4,Mid Value,No,Normal,false,0
8450-LUGUK,Female,No,true,true,37,25-48 Months,Two year,true,Bank transfer (automatic),No,No internet service,No internet service,No internet service,24.1,861.85,Low Value,No,Normal,false,0
3604-WLABM,Female,No,false,false,10,0-11 Months,Month-to-month,false,Electronic check,DSL,Yes,No,No,54.25,583.0,Mid Value,No,Normal,false,0
0795-GMVQO,Male,No,true,false,67,49+ Months,One year,false,Credit card (automatic),Fiber optic,No,Yes,Yes,109.9,7332.4,High Value,No,Normal,false,0
2259-OUUSZ,Male,No,false,false,7,0-11 Months,One year,true,Credit card (automatic),DSL,Yes,No,No,35.5,249.55,Mid Value,No,Normal,false,0
1142-IHLOO,Female,No,false,false,51,49+ Months,One year,false,Credit card (automatic),Fiber optic,No,Yes,Yes,87.55,4475.9,High Value,No,Normal,false,0
6410-LEFEN,Female,No,false,false,9,0-11 Months,Month-to-month,false,Electronic check,DSL,No,No,No,45.15,416.45,Mid Value,No,Normal,true,1
4633-MKHYU,Female,No,false,false,9,0-11 Months,Month-to-month,true,Mailed check,Fiber optic,No,Yes,Yes,88.4,788.6,High Value,No,High Risk,false,0
6257-RJOHI,Male,No,false,false,4,0-11 Months,Month-to-month,true,Mailed check,DSL,Yes,No,No,50.8,202.3,Mid Value,No,Normal,false,0
1545-JFUML,Male,No,true,false,71,49+ Months,Two year,true,Electronic check,Fiber optic,No,Yes,No,99.0,6994.6,High Value,No,Normal,false,0
3194-ORPIK,Female,No,true,true,50,49+ Months,Month-to-month,true,Bank transfer (automatic),Fiber optic,No,Yes,No,84.4,4116.15,High Value,No,Normal,true,1
7826-VVKWT,Female,Yes,true,true,24,12-24 Months,Two year,true,Electronic check,Fiber optic,No,Yes,Yes,96.55,2263.45,High Value,No,Normal,false,0
1353-GHZOS,Male,No,true,false,22,12-24 Months,One year,true,Bank transfer (automatic),DSL,No,Yes,No,59.75,1374.35,Mid Value,No,Normal,false,0
2587-EKXTS,Male,No,false,false,44,25-48 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,111.5,4915.15,High Value,No,Normal,false,0
5442-BXVND,Female,No,true,true,33,25-48 Months,Month-to-month,false,Bank transfer (automatic),No,No internet service,No internet service,No internet service,24.25,838.5,Low Value,No,Normal,false,0
8816-VXNZD,Female,No,false,false,1,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,75.1,75.1,High Value,Early Churn,High Risk,true,1
9378-FXTIZ,Female,No,true,false,54,49+ Months,One year,true,Credit card (automatic),DSL,No,Yes,Yes,70.15,3715.65,Mid Value,No,Normal,true,1
1723-HKXJQ,Male,No,false,false,42,25-48 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,101.75,4273.45,High Value,No,Normal,true,1
7825-GKXMW,Female,No,false,false,1,0-11 Months,Month-to-month,false,Electronic check,DSL,No,No,No,45.8,45.8,Mid Value,Early Churn,Normal,true,1
9753-OYLBX,Female,No,false,false,1,0-11 Months,Month-to-month,false,Mailed check,No,No internet service,No internet service,No internet service,20.5,20.5,Low Value,No,Normal,false,0
2364-UFROM,Male,No,false,false,30,25-48 Months,One year,false,Electronic check,DSL,Yes,Yes,No,70.4,2044.75,Mid Value,No,Normal,false,0
6656-JWRQX,Female,No,false,false,1,0-11 Months,Month-to-month,false,Mailed check,DSL,Yes,No,No,30.55,30.55,Low Value,No,Normal,false,0
6473-ULUHT,Male,No,true,true,16,12-24 Months,Month-to-month,false,Electronic check,DSL,Yes,Yes,Yes,84.9,1398.25,High Value,No,Normal,false,0
1240-KNSEZ,Male,No,false,false,1,0-11 Months,Month-to-month,true,Mailed check,No,No internet service,No internet service,No internet service,20.1,20.1,Low Value,Early Churn,Normal,true,1
0836-SEYLU,Male,No,true,false,9,0-11 Months,Month-to-month,false,Mailed check,DSL,Yes,Yes,No,40.65,328.95,Mid Value,No,Normal,true,1
4433-JCGCG,Male,Yes,true,false,46,25-48 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,101.0,4680.05,High Value,No,Normal,true,1
3716-BDVDB,Male,No,false,false,1,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,69.1,69.1,Mid Value,Early Churn,Normal,true,1
7688-AWMDX,Male,No,true,false,71,49+ Months,Two year,false,Bank transfer (automatic),DSL,Yes,No,No,54.5,3778.2,Mid Value,No,Normal,false,0
2842-BCQGE,Male,No,false,false,43,25-48 Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,No,No,75.35,3161.4,High Value,No,Normal,false,0
7244-QWYHG,Male,No,true,false,50,49+ Months,One year,true,Bank transfer (automatic),DSL,Yes,Yes,No,44.45,2188.45,Mid Value,No,Normal,false,0
5899-MQZZL,Female,No,false,false,13,12-24 Months,Month-to-month,true,Mailed check,Fiber optic,No,No,No,75.0,999.45,Mid Value,No,Normal,true,1
6849-OYAMU,Male,No,true,true,19,12-24 Months,One year,false,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,100.0,1888.65,High Value,No,Normal,true,1
5312-UXESG,Female,No,false,false,41,25-48 Months,Month-to-month,false,Bank transfer (automatic),Fiber optic,No,Yes,Yes,98.05,3990.6,High Value,No,Normal,false,0
9488-HGMJH,Female,Yes,false,false,1,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,71.15,71.15,Mid Value,Early Churn,High Risk,true,1
6038-GCYEC,Female,No,false,false,24,12-24 Months,Month-to-month,true,Credit card (automatic),DSL,No,Yes,Yes,54.15,1240.25,Mid Value,No,Normal,true,1
2150-WLKUW,Female,No,true,false,40,25-48 Months,One year,false,Bank transfer (automatic),DSL,No,Yes,No,63.9,2635.0,Mid Value,No,Normal,false,0
7159-FVYPK,Female,No,true,true,3,0-11 Months,Month-to-month,true,Bank transfer (automatic),DSL,No,Yes,No,69.15,235.0,Mid Value,No,Normal,false,0
7032-LMBHI,Female,No,false,false,37,25-48 Months,One year,false,Bank transfer (automatic),DSL,No,Yes,No,64.65,2347.85,Mid Value,No,Normal,false,0
1150-WFARN,Female,No,true,true,67,49+ Months,Two year,true,Credit card (automatic),Fiber optic,Yes,Yes,Yes,108.75,7156.2,High Value,No,Normal,true,1
6088-BXMRG,Female,No,true,true,32,25-48 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,98.85,3089.6,High Value,No,Normal,false,0
3144-AUDBS,Female,No,true,false,6,0-11 Months,Month-to-month,true,Electronic check,DSL,Yes,No,No,49.15,270.8,Mid Value,No,Normal,true,1
4821-SJHJV,Female,No,true,true,32,25-48 Months,Month-to-month,false,Electronic check,Fiber optic,No,Yes,No,89.6,2901.8,High Value,No,Normal,false,0
7346-MEDWM,Female,No,false,false,59,49+ Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,83.25,4949.1,High Value,No,Normal,false,0
1137-DGOWI,Female,No,true,false,30,25-48 Months,One year,false,Bank transfer (automatic),DSL,Yes,No,Yes,70.25,2198.9,Mid Value,No,Normal,false,0
5616-PRTNT,Male,No,false,true,20,12-24 Months,Month-to-month,true,Electronic check,No,No internet service,No internet service,No internet service,19.4,374.5,Low Value,No,Normal,true,1
3812-LRZIR,Female,No,true,true,27,25-48 Months,Two year,false,Electronic check,No,No internet service,No internet service,No internet service,24.5,761.95,Low Value,No,Normal,false,0
4818-QIUFN,Female,Yes,false,false,20,12-24 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,79.15,1520.9,High Value,No,Normal,true,1
9483-GCPWE,Male,No,false,true,9,0-11 Months,One year,false,Mailed check,No,No internet service,No internet service,No internet service,20.1,190.25,Low Value,No,Normal,false,0
4227-OJHAL,Female,No,true,true,68,49+ Months,One year,true,Credit card (automatic),DSL,No,Yes,No,73.0,5163.0,Mid Value,No,Normal,false,0
9220-CXRSC,Female,No,true,true,69,49+ Months,Two year,false,Credit card (automatic),DSL,Yes,No,No,61.4,4059.85,Mid Value,No,Normal,false,0
4993-JCRGJ,Male,No,false,false,26,25-48 Months,Month-to-month,true,Mailed check,Fiber optic,Yes,No,No,84.3,2281.6,High Value,No,Normal,false,0
9537-JALFH,Male,No,true,true,69,49+ Months,Two year,false,Bank transfer (automatic),No,No internet service,No internet service,No internet service,19.9,1356.7,Low Value,No,Normal,false,0
6698-OXETB,Male,No,false,false,11,0-11 Months,Two year,false,Mailed check,No,No internet service,No internet service,No internet service,20.4,231.45,Low Value,No,Normal,false,0
2103-ZRXFN,Male,No,false,false,1,0-11 Months,Month-to-month,false,Mailed check,DSL,No,No,No,50.75,50.75,Mid Value,No,Normal,false,0
3724-BSCVH,Male,No,true,true,10,0-11 Months,One year,false,Mailed check,No,No internet service,No internet service,No internet service,20.45,242.4,Low Value,No,Normal,false,0
4877-TSOFF,Female,No,true,true,55,49+ Months,One year,true,Bank transfer (automatic),DSL,Yes,No,Yes,75.75,4264.25,High Value,No,Normal,false,0
9209-NWPGU,Male,No,false,false,44,25-48 Months,One year,false,Electronic check,DSL,Yes,Yes,No,65.4,2774.55,Mid Value,No,Normal,false,0
6961-VCPMC,Male,Yes,true,false,46,25-48 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,Yes,80.4,3605.2,High Value,No,Normal,true,1
7306-YDSOI,Male,No,true,true,69,49+ Months,Two year,true,Bank transfer (automatic),DSL,No,No,No,59.75,4069.9,Mid Value,No,Normal,false,0
5288-AHOUP,Male,Yes,false,false,11,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,Yes,78.5,874.2,High Value,No,High Risk,false,0
6688-UZPWD,Female,No,true,false,11,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,102.0,1145.35,High Value,No,High Risk,true,1
0655-YDGFJ,Male,No,false,false,29,25-48 Months,Month-to-month,false,Bank transfer (automatic),DSL,No,No,No,48.95,1323.7,Mid Value,No,Normal,false,0
8468-EHYJA,Female,No,true,false,57,49+ Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,99.65,5497.05,High Value,No,Normal,false,0
6823-SIDFQ,Male,No,false,false,28,25-48 Months,One year,false,Credit card (automatic),No,No internet service,No internet service,No internet service,18.25,534.7,Low Value,No,Normal,false,0
1097-FSPVW,Female,No,false,false,42,25-48 Months,Month-to-month,false,Credit card (automatic),DSL,No,No,No,54.55,2455.05,Mid Value,No,Normal,false,0
2839-RFSQE,Female,No,false,false,2,0-11 Months,Month-to-month,false,Mailed check,No,No internet service,No internet service,No internet service,20.65,38.7,Low Value,Early Churn,Normal,true,1
8328-SKJNO,Male,No,false,true,23,12-24 Months,One year,false,Bank transfer (automatic),DSL,Yes,No,No,40.65,947.4,Mid Value,No,Normal,false,0
7010-ZMVBF,Female,No,true,true,18,12-24 Months,Month-to-month,false,Mailed check,No,No internet service,No internet service,No internet service,20.45,357.0,Low Value,No,Normal,false,0
5201-CBWYG,Male,No,true,true,62,49+ Months,One year,false,Bank transfer (automatic),No,No internet service,No internet service,No internet service,24.8,1476.25,Low Value,No,Normal,false,0
0968-GSIKN,Female,No,false,false,1,0-11 Months,Month-to-month,true,Mailed check,Fiber optic,No,No,No,70.8,70.8,Mid Value,Early Churn,High Risk,true,1
1965-DDBWU,Male,No,false,false,16,12-24 Months,Month-to-month,true,Credit card (automatic),Fiber optic,Yes,No,Yes,89.05,1448.6,High Value,No,Normal,true,1
9057-SIHCH,Female,No,false,false,3,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,96.6,291.9,High Value,Early Churn,High Risk,true,1
6352-GIGGQ,Male,No,false,false,67,49+ Months,One year,true,Bank transfer (automatic),DSL,Yes,Yes,Yes,88.8,5903.15,High Value,No,Normal,false,0
3635-QQRQD,Male,No,false,false,62,49+ Months,Two year,true,Credit card (automatic),No,No internet service,No internet service,No internet service,20.05,1201.65,Low Value,No,Normal,false,0
6771-XWBDM,Female,No,true,false,57,49+ Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,Yes,Yes,104.5,5921.35,High Value,No,Normal,true,1
2897-DOVND,Male,No,false,false,2,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,69.8,146.65,Mid Value,No,Normal,false,0
3082-YVEKW,Female,No,true,true,23,12-24 Months,Two year,true,Bank transfer (automatic),DSL,Yes,Yes,No,77.15,1759.4,High Value,No,Normal,false,0
0191-EQUUH,Female,No,false,true,25,25-48 Months,Two year,false,Bank transfer (automatic),DSL,Yes,No,No,35.05,844.45,Mid Value,No,Normal,false,0
7134-HBPBS,Female,Yes,false,false,72,49+ Months,Two year,true,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,108.1,7774.05,High Value,No,Normal,false,0
3489-HHPFY,Female,No,true,false,2,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,No,84.05,134.05,High Value,No,High Risk,false,0
2926-JEJJC,Female,No,false,false,8,0-11 Months,One year,true,Bank transfer (automatic),No,No internet service,No internet service,No internet service,20.2,140.95,Low Value,No,Normal,false,0
8601-QACRS,Female,No,false,false,5,0-11 Months,Month-to-month,true,Mailed check,DSL,No,No,No,50.6,249.95,Mid Value,Early Churn,Normal,true,1
4950-BDEUX,Male,No,false,false,35,25-48 Months,Month-to-month,false,Electronic check,DSL,No,Yes,Yes,49.2,1701.65,Mid Value,No,Normal,false,0
5789-LDFXO,Male,No,false,false,24,12-24 Months,One year,false,Electronic check,No,No internet service,No internet service,No internet service,24.6,592.65,Low Value,No,Normal,false,0
0508-OOLTO,Female,No,true,true,2,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,71.65,135.75,Mid Value,No,High Risk,false,0
2984-TBYKU,Male,No,true,true,72,49+ Months,Two year,true,Credit card (automatic),Fiber optic,Yes,No,Yes,104.9,7732.65,High Value,No,Normal,false,0
9822-WMWVG,Female,No,false,false,41,25-48 Months,Month-to-month,true,Electronic check,Fiber optic,Yes,Yes,No,106.5,4282.4,High Value,No,Normal,false,0
2391-SOORI,Male,No,false,true,4,0-11 Months,Month-to-month,false,Electronic check,DSL,No,No,No,49.35,219.65,Mid Value,Early Churn,Normal,true,1
9040-KZVWO,Male,No,false,false,26,25-48 Months,One year,false,Bank transfer (automatic),Fiber optic,No,No,No,75.5,2018.1,High Value,No,Normal,false,0
2645-QTLMB,Male,No,false,false,7,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,94.25,669.0,High Value,No,High Risk,true,1
4806-HIPDW,Female,No,true,false,1,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,68.95,68.95,Mid Value,Early Churn,Normal,true,1
1548-ARAGG,Female,No,true,true,4,0-11 Months,Month-to-month,true,Mailed check,DSL,Yes,No,No,58.5,224.85,Mid Value,No,Normal,false,0
6339-RZCBJ,Male,No,false,false,48,25-48 Months,Two year,false,Credit card (automatic),DSL,Yes,Yes,Yes,78.9,3771.5,High Value,No,Normal,false,0
4424-TKOPW,Male,Yes,false,false,2,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,93.85,196.75,High Value,Early Churn,High Risk,true,1
4415-WNGVR,Female,Yes,true,false,12,12-24 Months,One year,true,Electronic check,DSL,Yes,Yes,Yes,79.2,943.85,High Value,No,Normal,false,0
2522-AHJXR,Male,No,true,false,60,49+ Months,Month-to-month,true,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,109.45,6572.85,High Value,No,Normal,false,0
0412-UCCNP,Male,No,false,false,55,49+ Months,Two year,true,Electronic check,DSL,Yes,No,No,59.2,3175.85,Mid Value,No,Normal,false,0
1816-FLZDK,Male,No,false,false,1,0-11 Months,Month-to-month,false,Mailed check,DSL,Yes,No,No,29.15,29.15,Low Value,No,Normal,false,0
7096-UCLNH,Male,No,false,false,1,0-11 Months,Month-to-month,false,Mailed check,No,No internet service,No internet service,No internet service,20.05,20.05,Low Value,No,Normal,false,0
8443-ZRDBZ,Male,No,false,false,4,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,76.05,318.9,High Value,Early Churn,High Risk,true,1
9136-ALYBR,Male,No,false,false,1,0-11 Months,Month-to-month,true,Mailed check,DSL,No,No,No,24.45,24.45,Low Value,Early Churn,Normal,true,1
4615-PIVVU,Female,No,false,false,42,25-48 Months,Two year,false,Credit card (automatic),DSL,Yes,No,Yes,66.5,2762.75,Mid Value,No,Normal,false,0
8885-QSQBX,Female,No,false,false,1,0-11 Months,Month-to-month,false,Bank transfer (automatic),DSL,No,No,No,49.55,49.55,Mid Value,No,Normal,false,0
7479-NITWS,Male,No,false,false,7,0-11 Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,Yes,No,89.35,631.85,High Value,No,High Risk,true,1
8617-ENBDS,Male,No,false,false,3,0-11 Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,No,No,73.6,232.5,Mid Value,No,High Risk,false,0
9385-NXKDA,Female,No,true,false,72,49+ Months,Two year,true,Credit card (automatic),DSL,No,Yes,Yes,82.65,5919.35,High Value,No,Normal,false,0
0430-IHCDJ,Male,No,false,false,15,12-24 Months,Month-to-month,true,Electronic check,DSL,No,No,No,49.0,749.25,Mid Value,No,Normal,false,0
2959-MJHIC,Male,No,true,false,4,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,No,80.35,307.4,High Value,Early Churn,High Risk,true,1
6674-KVJHG,Female,No,false,false,11,0-11 Months,One year,false,Electronic check,No,No internet service,No internet service,No internet service,25.2,245.15,Low Value,No,Normal,false,0
1814-DKOLC,Female,No,false,false,5,0-11 Months,Month-to-month,false,Mailed check,No,No internet service,No internet service,No internet service,25.45,134.75,Low Value,No,Normal,false,0
4201-JMNGR,Female,Yes,false,false,1,0-11 Months,Month-to-month,true,Electronic check,DSL,No,No,No,55.8,55.8,Mid Value,Early Churn,Normal,true,1
9351-HXDMR,Male,No,true,false,72,49+ Months,Two year,true,Credit card (automatic),Fiber optic,Yes,Yes,Yes,110.9,8240.85,High Value,No,Normal,false,0
3537-HPKQT,Female,No,true,false,55,49+ Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,No,No,77.75,4266.4,High Value,No,Normal,false,0
2129-ALKBS,Female,No,true,true,40,25-48 Months,Month-to-month,true,Electronic check,No,No internet service,No internet service,No internet service,26.2,1077.5,Low Value,No,Normal,false,0
5821-MMEIL,Female,No,true,false,57,49+ Months,Two year,false,Bank transfer (automatic),No,No internet service,No internet service,No internet service,19.9,1115.6,Low Value,No,Normal,false,0
5960-WPXQM,Male,No,false,false,1,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,No,79.05,79.05,High Value,Early Churn,High Risk,true,1
0684-AOSIH,Male,No,true,false,1,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,95.0,95.0,High Value,Early Churn,High Risk,true,1
8260-NGFNY,Female,No,false,false,1,0-11 Months,Month-to-month,false,Mailed check,DSL,No,No,No,25.2,25.2,Low Value,Early Churn,Normal,true,1
1309-XGFSN,Male,Yes,true,true,52,49+ Months,One year,true,Electronic check,DSL,No,Yes,Yes,80.85,4079.55,High Value,No,Normal,false,0
1866-RZZQS,Male,Yes,false,false,41,25-48 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,98.4,4187.75,High Value,No,Normal,true,1
6968-URWQU,Male,No,true,false,43,25-48 Months,One year,true,Mailed check,DSL,No,Yes,No,56.35,2391.15,Mid Value,No,Normal,false,0
4742-TXUEX,Female,No,true,true,47,25-48 Months,Two year,false,Bank transfer (automatic),No,No internet service,No internet service,No internet service,19.3,890.5,Low Value,No,Normal,false,0
